HCHO Reading,Location,Current Date,Next Date,HCHO Reading Z-Score
0.000210587,Colombo Proper,10/29/2019,10/30/2019,0.6122153526895528
0.00015854271692552723,Colombo Proper,10/30/2019,10/31/2019,0.0
0.00015854271692552723,Colombo Proper,10/31/2019,11/1/2019,0.0
0.000139646,Colombo Proper,11/1/2019,11/2/2019,-0.222288780511816
0.000102077,Colombo Proper,11/2/2019,11/3/2019,-0.6642262465785786
0.00015854271692552723,Colombo Proper,11/3/2019,11/4/2019,0.0
0.000165927,Colombo Proper,11/4/2019,11/5/2019,0.08686393970167386
0.000220324,Colombo Proper,11/5/2019,11/6/2019,0.726755135677976
0.000108508,Colombo Proper,11/6/2019,11/7/2019,-0.5885761136425051
0.00015333,Colombo Proper,11/7/2019,11/8/2019,-0.061319037221933846
2.449133360208192e-05,Colombo Proper,11/8/2019,11/9/2019,-1.5768939463043392
0.00015854271692552723,Colombo Proper,11/9/2019,11/10/2019,0.0
9.954417328117417e-05,Colombo Proper,11/10/2019,11/11/2019,-0.6940207852169263
0.000246478,Colombo Proper,11/11/2019,11/12/2019,1.034413909867071
0.000228675,Colombo Proper,11/12/2019,11/13/2019,0.8249909092978095
0.00015854271692552723,Colombo Proper,11/13/2019,11/14/2019,0.0
0.000105851,Colombo Proper,11/14/2019,11/15/2019,-0.6198313466095627
0.000304956,Colombo Proper,11/15/2019,11/16/2019,1.7223113556508862
0.000118127,Colombo Proper,11/16/2019,11/17/2019,-0.47542440648777134
0.000216357,Colombo Proper,11/17/2019,11/18/2019,0.6800899082860611
0.000256298,Colombo Proper,11/18/2019,11/19/2019,1.149930051280886
0.000226229,Colombo Proper,11/19/2019,11/20/2019,0.796217744135061
0.000118311,Colombo Proper,11/20/2019,11/21/2019,-0.4732599492555777
0.00026901,Colombo Proper,11/21/2019,11/22/2019,1.299465813974614
0.000240634,Colombo Proper,11/22/2019,11/23/2019,0.9656688660358759
3.679902874864638e-05,Colombo Proper,11/23/2019,11/24/2019,-1.4321141649368585
5.579817723156864e-05,Colombo Proper,11/24/2019,11/25/2019,-1.2086204457010832
0.00015854271692552723,Colombo Proper,11/25/2019,11/26/2019,0.0
0.000141379,Colombo Proper,11/26/2019,11/27/2019,-0.20190288712381801
0.000207835,Colombo Proper,11/27/2019,11/28/2019,0.5798426010428298
5.68003627756596e-05,Colombo Proper,11/28/2019,11/29/2019,-1.196831381848324
0.00015854271692552723,Colombo Proper,11/29/2019,11/30/2019,0.0
0.000322359,Colombo Proper,11/30/2019,12/1/2019,1.9270290144110307
0.000170495,Colombo Proper,12/1/2019,12/2/2019,0.14059894316178637
0.000148632,Colombo Proper,12/2/2019,12/3/2019,-0.11658327677000944
0.000102284,Colombo Proper,12/3/2019,12/4/2019,-0.6617912321923609
0.00015854271692552723,Colombo Proper,12/4/2019,12/5/2019,0.0
0.00015854271692552723,Colombo Proper,12/5/2019,12/6/2019,0.0
0.000132283,Colombo Proper,12/6/2019,12/7/2019,-0.3089023598631316
0.00015854271692552723,Colombo Proper,12/7/2019,12/8/2019,0.0
0.00014745,Colombo Proper,12/8/2019,12/9/2019,-0.13048756181594917
0.00015854271692552723,Colombo Proper,12/9/2019,12/10/2019,0.0
0.000185986,Colombo Proper,12/10/2019,12/11/2019,0.32282506807435307
0.000122844,Colombo Proper,12/11/2019,12/12/2019,-0.4199366632037628
0.000104246,Colombo Proper,12/12/2019,12/13/2019,-0.6387115306186434
0.000216494,Colombo Proper,12/13/2019,12/14/2019,0.6817014878556834
0.00015854271692552723,Colombo Proper,12/15/2019,12/16/2019,0.0
0.000275498,Colombo Proper,12/16/2019,12/17/2019,1.375786458118487
0.000121496,Colombo Proper,12/17/2019,12/18/2019,-0.43579366510048595
0.00015854271692552723,Colombo Proper,12/18/2019,12/19/2019,0.0
0.00015854271692552723,Colombo Proper,12/20/2019,12/21/2019,0.0
7.94898009867197e-05,Colombo Proper,12/21/2019,12/22/2019,-0.9299274762486467
0.00015854271692552723,Colombo Proper,12/22/2019,12/23/2019,0.0
0.000148506,Colombo Proper,12/23/2019,12/24/2019,-0.11806545943988127
0.000255024,Colombo Proper,12/24/2019,12/25/2019,1.1349435376188495
4.728911813486761e-05,Colombo Proper,12/25/2019,12/26/2019,-1.3087155245109632
0.000203728,Colombo Proper,12/26/2019,12/27/2019,0.5315305040177242
0.000241687,Colombo Proper,12/27/2019,12/28/2019,0.9780556783483758
0.000114466,Colombo Proper,12/28/2019,12/29/2019,-0.5184900473957119
0.000152215,Colombo Proper,12/29/2019,12/30/2019,-0.07443517751484653
0.000294215,Colombo Proper,12/30/2019,12/31/2019,1.5959611647215803
0.00015854271692552723,Colombo Proper,12/31/2019,1/1/2020,0.0
0.000190956,Colombo Proper,1/1/2020,1/2/2020,0.38128894005262803
0.00017582,Colombo Proper,1/2/2020,1/3/2020,0.20323880599565247
0.000181147,Colombo Proper,1/3/2020,1/4/2020,0.26590219553856387
0.000222151,Colombo Proper,1/4/2020,1/5/2020,0.7482467843911164
0.000145164,Colombo Proper,1/5/2020,1/6/2020,-0.15737859025505105
0.000231268,Colombo Proper,1/6/2020,1/7/2020,0.8554932875754087
0.000165506,Colombo Proper,1/7/2020,1/8/2020,0.08191156744757835
0.000159445,Colombo Proper,1/8/2020,1/9/2020,0.010613875684937692
0.000176547,Colombo Proper,1/9/2020,1/10/2020,0.21179076473372183
0.000285964,Colombo Proper,1/10/2020,1/11/2020,1.4989017265540254
8.481429740966081e-05,Colombo Proper,1/11/2020,1/12/2020,-0.8672935371702539
0.000107085,Colombo Proper,1/12/2020,1/13/2020,-0.6053153671284378
0.00023942,Colombo Proper,1/13/2020,1/14/2020,0.951388153645207
0.000234214,Colombo Proper,1/14/2020,1/15/2020,0.8901481299995532
0.000248089,Colombo Proper,1/15/2020,1/16/2020,1.0533646740032885
0.00015854271692552723,Colombo Proper,1/16/2020,1/17/2020,0.0
0.000251654,Colombo Proper,1/17/2020,1/18/2020,1.0953010328770414
0.000196841,Colombo Proper,1/18/2020,1/19/2020,0.4505162814192576
0.000142291,Colombo Proper,1/20/2020,1/21/2020,-0.1911747077990317
0.000106684,Colombo Proper,1/21/2020,1/22/2020,-0.6100324722920772
8.923695397071347e-05,Colombo Proper,1/22/2020,1/23/2020,-0.8152682601100406
0.000176786,Colombo Proper,1/23/2020,1/24/2020,0.21460220646466932
0.000202167,Colombo Proper,1/24/2020,1/25/2020,0.5131679076076463
